x	y
1	444.528
2	155.02154285714286
3	54.333085714285716
4	18.886542857142857
5	6.623228571428571
6	2.3304
7	0.8289142857142857
8	0.3097714285714286
9	0.11348571428571429
10	0.0368
11	0.013142857142857144
12	0.003742857142857143
13	0.0009714285714285714
14	0.001257142857142857
15	0.00031428571428571427
16	0.0
