x	y
118	3
128	2
138	6
148	9
158	10
168	8
178	8
188	10
198	9
208	6
218	6
228	1
238	0
248	0
258	0
268	0
278	0
288	0
298	0
308	5
318	7
328	8
338	6
348	2
358	0
368	0
378	0
388	0
398	0
408	0
418	0
428	0
438	0
448	0
458	0
468	0
478	0
488	0
498	0
508	0
518	0
528	0
538	0
548	0
558	0
568	0
578	0
588	0
598	0
608	0
618	0
628	0
638	0
648	0
658	0
668	0
678	0
688	0
698	2
708	7
718	10
728	9
738	10
748	10
758	10
768	9
778	10
788	8
798	5
808	0
818	0
828	0
838	0
848	0
858	0
868	1
878	2
888	4
898	7
908	9
918	10
928	9
938	8
948	0
958	0
968	0
978	0
988	3
998	8
1008	8
1018	7
1028	8
1038	6
1048	3
1058	0
1068	0
1078	0
1088	0
1098	0
1108	0
1118	0
1128	0
1138	0
1148	0
1158	0
1168	0
1178	0
1188	1
1198	5
1208	8
1218	10
1228	9
1238	5
1248	0
1258	0
1268	0
1278	0
1288	0
1298	0
1308	0
1318	0
1328	0
1338	0
1348	0
1358	2
1368	7
1378	9
1388	9
1398	10
1408	9
1418	10
1428	9
1438	10
1448	10
1458	10
1468	10
1478	9
1488	7
1498	9
1508	9
1518	10
1528	9
1538	7
1548	3
1558	0
1568	0
1578	0
1588	0
1598	0
1608	0
1618	0
1628	0
1638	0
1648	0
1658	0
1668	0
1678	0
1688	0
1698	0
1708	0
1718	0
1728	0
1738	0
1748	0
1758	0
1768	0
1778	0
1788	0
1798	0
1808	0
1818	0
1828	0
1838	0
1848	0
1858	0
1868	0
1878	2
1888	0
1898	6
1908	9
1918	9
1928	6
1938	3
1948	0
1958	0
1968	0
1978	0
1988	0
1998	0
2008	0
2018	0
2028	0
2038	0
2048	0
2058	0
2068	0
2078	0
2088	0
2098	0
2108	4
2118	4
2128	10
2138	8
2148	7
2158	8
2168	0
2178	0
2188	0
2198	0
2208	0
2218	0
2228	0
2238	0
2248	0
2258	0
2268	0
2278	0
2288	2
2298	7
2308	10
2318	10
2328	4
2338	2
2348	0
2358	0
2368	0
2378	0
2388	0
2398	0
2408	0
2418	0
2428	0
2438	0
2448	0
2458	0
2468	0
2478	0
2488	6
2498	8
2508	10
2518	10
2528	10
2538	7
2548	7
2558	2
2568	0
2578	0
2588	0
2598	0
2608	0
2618	1
2628	4
2638	9
2648	9
2658	10
2668	9
2678	7
2688	10
2698	9
2708	10
2718	8
2728	1
2738	0
2748	0
2758	0
2768	0
2778	0
2788	0
2798	0
2808	0
2818	0
2828	0
2838	0
2848	0
2858	0
2868	0
2878	0
2888	0
2898	0
2908	0
2918	3
2928	8
2938	9
2948	10
2958	10
2968	10
2978	9
2988	5
2998	0
